,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM
148,284, 센트럴 푸르지오 시티 앞 ,16,37.518211,126.902229,영등포동
149,285, 콤텍시스템 앞 ,14,37.499858,126.897239,대림3동
150,286, 우성아파트 교차로 ,12,37.494571,126.899749,대림2동
151,287, 영등포전화국사거리 (서강어린이공원) ,10,37.525768,126.905738,영등포동
152,288, 쌍용예가(구청별관) ,10,37.528099,126.893386,당산1동
153,289, 대림3동사거리 ,10,37.499809,126.898002,대림3동
154,290, 새말소공원 ,12,37.531509,126.897827,당산2동
155,291, 문래동 하이테크 시티 ,14,37.514129,126.899391,문래동
156,292, 영일 어린이공원 ,10,37.51012,126.904067,영등포본동
157,293, 충북 미래관 ,15,37.52917,126.907577,당산2동
158,295, 영등포공원 분수대 앞 ,10,37.514812,126.911705,영등포본동
159,296, KT플라자 영등포점 ,20,37.526302,126.90538,영등포동
160,297, 국회3문 ,10,37.528636,126.912673,여의동
161,298, KBS 연구동 건너편 ,25,37.527507,126.914299,여의동
162,299, 여의도 순복음교회 ,10,37.531791,126.922454,여의동
163,300, 정동사거리 ,6,37.56805,126.96923,소공동
164,301, 경복궁역 7번출구 앞 ,20,37.575794,126.97145,사직동
165,302, 경복궁역 4번출구 뒤 ,12,37.575946,126.97406,사직동
166,303, 광화문역 1번출구 앞 ,8,37.571769,126.974662,사직동
167,305, 종로구청 옆 ,16,37.572559,126.978332,종로1·2·3·4가동
168,307, 서울역사박물관 앞 ,11,37.569999,126.971099,사직동
169,308, 광화문 S타워 앞 ,31,37.569969,126.973937,사직동
170,309, 광화문역 6번출구 옆 B ,13,37.569961,126.976158,사직동
171,310, 청계광장 옆 ,8,37.568878,126.97747,명동
172,314, 국립현대미술관 ,10,37.579708,126.980857,삼청동
173,316, 종각역 1번출구 앞 ,8,37.570396,126.981788,종로1·2·3·4가동
174,318, 광교사거리 남측 ,10,37.568634,126.982315,명동
175,320, 을지로입구역 4번출구 앞 ,17,37.566223,126.983589,명동
176,321, KEB 하나금융그룹 명동사옥 옆 ,15,37.565464,126.984138,명동
177,322, 명동성당 앞 ,10,37.564476,126.986968,명동
178,324, 신세계백화점 본점 앞 ,8,37.561344,126.980506,소공동
179,326, 안국역 5번출구 앞 ,15,37.57624,126.98616,종로1·2·3·4가동
180,327, 낙원상가 옆 ,10,37.573356,126.987464,종로1·2·3·4가동
181,328, 탑골공원 앞 ,11,37.570396,126.988189,종로1·2·3·4가동
182,329, 청계2가 사거리 옆 ,8,37.568485,126.987884,종로1·2·3·4가동
183,331, 을지로2가 사거리 북측 ,10,37.566383,126.987205,명동
184,332, 을지로2가 사거리 남측 ,5,37.56599,126.987792,명동
185,334, 종로3가역 2번출구 뒤 ,10,37.570598,126.99179,종로1·2·3·4가동
186,335, 종로3가역 15번출구 앞 ,10,37.570194,126.991653,종로1·2·3·4가동
187,336, 충무로역 6번출구 앞 ,8,37.561447,126.99311,필동
188,337, 창경궁 입구 ,5,37.578979,126.996475,종로1·2·3·4가동
189,338, 세운스퀘어 앞 ,18,37.570957,126.997123,종로1·2·3·4가동
190,339, 종로4가 사거리 ,10,37.571067,126.998191,종로1·2·3·4가동
191,340, 혜화동 로터리 ,8,37.585628,127.000679,혜화동
192,341, 혜화역 3번출구 뒤 ,8,37.581569,127.001785,이화동
193,342, 대학로 마로니에공원 ,22,37.579784,127.002532,이화동
194,343, 힐스테이트창경궁 아파트 앞 ,6,37.575611,127.004699,종로5·6가동
195,344, 성균관대 E하우스 앞 ,10,37.574199,127.006591,종로5·6가동
196,345, 서울보증보험본사 앞 ,18,37.573307,127.000709,종로5·6가동
197,346, 맥스타일 앞 ,10,37.569183,127.00988,광희동
198,347, 동대문역사문화공원역 9번출구 앞 ,18,37.56533,127.007843,광희동
199,348, 독립문역 사거리 ,14,37.572029,126.960784,교남동
200,349, 어린이도서관 ,5,37.576332,126.968589,사직동
201,351, 청운초교 앞 삼거리 ,5,37.584968,126.970413,청운효자동
202,353, 재동초교 앞 삼거리 ,8,37.579387,126.984947,가회동
203,354, 포르투갈 대사관 앞 ,10,37.579154,126.98896,가회동
204,355, 서울사대부설초등학교 앞 ,15,37.576507,127.002456,이화동
205,356, KT혜화지사 앞 ,15,37.577144,127.002059,이화동
206,358, 성균관대입구 사거리 A ,13,37.5825,126.998535,혜화동
207,359, 원남동사거리 ,8,37.576061,126.99768,종로1·2·3·4가동
208,361, 동묘앞역 1번출구 뒤 ,10,37.573242,127.015907,숭인1동
209,362, 청계8가사거리 A ,10,37.572196,127.02304,숭인2동
210,363, 신설동역 11번출구 뒤 ,13,37.575592,127.02285,숭인2동
211,364, 창신역 1번출구 앞 ,8,37.579334,127.015083,창신3동
212,367, 독립문역 3-1번출구  ,13,37.574157,126.958518,무악동
213,368, SK 서린빌딩 앞 ,15,37.569248,126.980537,종로1·2·3·4가동
214,370, 시청역(2호선) 9번출구 뒤 ,24,37.563228,126.974838,소공동
215,371, 동대입구역 6번출구 뒤 ,10,37.558872,127.005538,장충동
216,372, 약수역 3번출구 뒤 ,10,37.554294,127.011199,약수동
217,374, 청구역 2번출구 앞 ,12,37.560474,127.014076,동화동
218,379, 서울역9번출구 ,7,37.555999,126.973358,회현동
219,380, CJ제일제당 앞 ,8,37.563865,127.002746,광희동
220,381, 장충체육관 ,15,37.558532,127.006988,장충동
221,382, 약수역 10번출구 앞 ,7,37.555198,127.010047,다산동
222,383, 신당역 12번 출구 뒤 ,22,37.565849,127.016403,신당동
223,384, 종로학원본원  ,10,37.55978,126.968505,중림동
224,385, 종각역 5번출구 ,10,37.569835,126.982658,종로1·2·3·4가동
225,387, 훈련원공원주차장 앞 ,10,37.566993,127.003463,을지로동
226,388, 동성중학교 앞 ,10,37.585735,127.001609,혜화동
227,389, 을지로4가역 1번출구 ,10,37.56673,126.996604,을지로동
228,390, 충무로역 1번출구 ,12,37.561389,126.995353,필동
229,391, 시립미술관 ,8,37.565052,126.973403,소공동
230,393, 동대문역 8번 출구 ,12,37.57014,127.009376,종로5·6가동
231,394, 경희궁 자이 3단지 ,15,37.567489,126.965919,교남동
232,395, 경희궁 자이 2단지 ,8,37.568855,126.964561,교남동
233,397, 종묘공영주차장 건너편 ,13,37.57048,126.996635,종로1·2·3·4가동
234,398, 을지로3가역 3번출구 ,8,37.566558,126.992439,을지로동
235,399, 서울역 센트럴 자이아파트 ,15,37.554107,126.965408,중림동
236,400, 상암한화오벨리스크 1차 앞 ,14,37.587524,126.883003,상암동
237,401, 상암월드컵파크 10단지 앞 ,13,37.586189,126.881614,상암동
238,402, 상암월드컵파크 9단지 앞 ,20,37.582927,126.879837,상암동
239,403, 부엉이공원 앞 ,20,37.58559,126.884727,상암동
240,405, DMC빌 앞 ,8,37.582656,126.885787,상암동
241,406, 상암월드컵파크 7단지 앞 ,15,37.581111,126.880874,상암동
242,407, 마포구 육아종합지원센터 ,8,37.580631,126.883674,상암동
243,408, LG CNS앞 ,14,37.58081,126.88665,상암동
244,409, 누리꿈스퀘어 옆 ,30,37.579399,126.88916,상암동
245,410, 상암중학교 옆 ,10,37.577392,126.887474,상암동
246,411, DMC홍보관 ,10,37.577995,126.891471,상암동
247,412, DMC산학협력연구센터 앞 ,21,37.575656,126.890792,상암동
248,413, 상암월드컵파크 3단지 후문 ,10,37.571475,126.889686,상암동
249,414, 상암동주민센터 옆 ,8,37.57822,126.89447,상암동
250,415, DMC역 9번출구 앞 ,10,37.577468,126.897361,상암동
251,416, 상암월드컵파크 1단지 교차로 ,12,37.575664,126.894447,상암동
252,417, DMC역 2번출구 옆 ,20,37.575069,126.899917,상암동
253,418, 월드컵경기장역 3번출구 옆 ,20,37.57048,126.898895,성산2동
254,419, 홈플러스 마포점 앞 ,21,37.56842,126.899429,성산2동
255,420, 서울시 공공자전거 상암센터 ,37,37.566246,126.896179,성산2동
256,421, 마포구청 앞 ,8,37.565746,126.901863,성산2동
257,422, 문화비축기지 ,9,37.568977,126.894401,성산2동
258,424, 롯데하이마트 (상암월드컵점) ,15,37.573619,126.898048,상암동
259,425, DMC첨단산업센터 ,10,37.584503,126.885597,상암동
260,426, 서울신용보증재단 ,10,37.54906,126.954177,아현동
261,427, 성산시영아파트 ,10,37.569583,126.903816,성산2동
262,428, 명보사거리 ,10,37.564399,126.991432,을지로동
263,429, 송도병원 ,8,37.549888,127.007347,다산동
264,430, 장충동먹자골목 앞 ,6,37.562126,127.006256,광희동
265,431, 청계천 영도교 ,25,37.571014,127.019744,황학동
266,432, 마포중앙도서관 ,10,37.563339,126.908203,성산1동
267,433, 을지로입구역 2번출구 ,12,37.566345,126.982292,명동
268,434, 신당 래미안 버스정류장 ,10,37.561489,127.023933,신당5동
269,435, SK 남산빌딩 ,10,37.556861,126.975616,회현동
270,436, 이대역 5번출구 ,10,37.556591,126.946189,대흥동
271,437, 대흥역 1번출구 ,12,37.548469,126.940925,대흥동
272,438, 성산2-1 공영주차장 ,15,37.56472,126.906768,성산2동
273,440, 하늘공원 입구 ,15,37.570121,126.881347,상암동
274,441, 염천교사거리 ,15,37.55989,126.971496,소공동
275,442, 서울역 서부 ,13,37.556415,126.969192,중림동
276,443, 호암아트홀 ,9,37.56211,126.970718,소공동
277,445, 대한상공회의소 ,15,37.560153,126.974105,소공동
278,446, 상명대입구 ,13,37.600128,126.957832,부암동
279,447, 신영동삼거리 ,6,37.603992,126.961944,부암동
280,449, 일성아파트 ,10,37.608718,126.972862,평창동
281,450, 효자동 삼거리 ,51,37.583602,126.972549,청운효자동
282,451, 청와대앞길 ,8,37.583515,126.979667,삼청동
283,452, 동대문 종합시장 버스정류장 ,13,37.571239,127.004409,종로5·6가동
284,453, 종로오가 지하쇼핑센터 14번출구 ,10,37.57114,127.000671,종로5·6가동
285,454, 종로2가 버스정류장 (종각방향) ,13,37.570358,126.986381,종로1·2·3·4가동
286,455, 종로6가역 버스정류장(동대문 방향) ,8,37.570961,127.006057,종로5·6가동
287,456, 숭인2동 주민센터 입구 ,10,37.57447,127.019828,숭인2동
288,457, 종로꽃시장 입구 옆 ,10,37.571319,127.007209,종로5·6가동
289,458, 광화문역 5번출구 ,21,37.569892,126.977569,종로1·2·3·4가동
290,461, 서울지방경찰청 ,10,37.574363,126.972366,사직동
291,462, 신영동삼거리(북악터널방향) ,10,37.603511,126.962066,부암동
292,464, 삼청동 골목 ,10,37.58419,126.981697,삼청동
293,465, 삼청공원 앞 ,5,37.587604,126.983596,삼청동
294,466, 롯데호텔 ,13,37.565841,126.979812,소공동
295,467, 한국은행 ,11,37.562213,126.980865,소공동
296,468, 웨스틴 조선호텔 ,8,37.564159,126.979484,소공동
297,469, 회현역 1번출구 ,11,37.55923,126.98014,회현동
298,470, 회현역 7번출구 ,13,37.559745,126.980003,회현동
299,471, 회현사거리 남측 ,10,37.560359,126.98265,명동
300,472, 삼일교(시그니쳐 타워) ,12,37.567871,126.988403,명동
301,473, 을지로4가역 9번출구 ,20,37.566051,126.997985,을지로동
302,474, 동대문역사문화공원역 1번출구 뒤편 ,40,37.566299,127.008491,광희동
303,475, DDP 패션몰 ,21,37.567649,127.01181,신당동
304,476, 광희문 ,10,37.56443,127.009956,광희동
305,477, 앰배서더 호텔 주변 ,10,37.559288,127.002685,장충동
306,479, 동대입구역 3번 출구 ,8,37.559375,127.006027,장충동
307,480, 약수역 6번 출구 ,8,37.554321,127.010704,약수동
308,483, 남산타운아파트 버스정류장 ,12,37.547584,127.006439,약수동
309,484, 도동삼거리 ,12,37.556148,126.977424,회현동
310,485, 서울역5번출구 ,10,37.55677,126.973197,회현동
311,486, 평창동주민센터 앞 ,5,37.606273,126.968322,평창동
312,487, 신석초교앞 교차로 교통섬 ,15,37.54364,126.938308,용강동
313,488, 푸르메병원 ,10,37.584568,126.88021,상암동
314,489, 구룡근린공원 ,10,37.583202,126.882766,상암동
315,490, 가온문화공원 ,23,37.582077,126.887664,상암동
316,491, 월드컵파크 4단지 ,10,37.575977,126.888069,상암동
317,493, 홍대입구역 6번출구 ,7,37.556575,126.928855,서교동
318,494, 신수동주민센터 ,5,37.547245,126.935028,신수동
319,495, 염리초등학교 앞 ,10,37.54243,126.946998,용강동
320,497, 합정동주민센터 앞 ,25,37.551754,126.9123,합정동
321,498, 연남동주민센터 앞 ,10,37.564651,126.922126,연남동
322,500, 어린이대공원역 3번출구 앞 ,7,37.547069,127.074272,화양동
323,501, 광진구의회 앞 ,30,37.537307,127.07035,자양3동
324,502, 자양(뚝섬한강공원)역 1번출구 앞 ,33,37.53186,127.067192,자양3동
325,505, 자양사거리 광진아크로텔 앞 ,12,37.53701,127.082244,자양1동
326,506, 금호 어울림 아파트 앞 ,7,37.54906,127.057792,송정동
327,508, 성수아카데미타워 앞 ,10,37.545166,127.05751,성수2가3동
328,510, 뚝도아리수정수센터 버스정류소 옆 ,15,37.541221,127.0438,성수1가1동
329,511, 서울숲역 5번 출구 옆 ,16,37.544582,127.044609,성수1가1동
330,512, 뚝섬역 1번 출구 옆 ,15,37.548561,127.045005,성수1가2동
331,513, 뚝섬역 5번 출구 정류소 옆 ,13,37.546306,127.049804,성수1가2동
332,514, 성수사거리 버스정류장 앞 ,12,37.542579,127.063308,성수2가3동
333,515, 광양중학교 앞 ,15,37.530235,127.08683,자양2동
334,516, 광진메디칼 앞 ,10,37.548404,127.069366,군자동
335,518, 청계천 박물관 앞 ,20,37.571525,127.035354,마장동
336,519, 양지사거리 ,20,37.566993,127.029914,왕십리도선동
337,520, 상왕십리역 4번 출구 앞 ,7,37.563858,127.030319,왕십리2동
338,521, 왕십리역 11번 출구 앞 ,14,37.561447,127.034919,행당1동
339,522, 금호역 1번출구 앞 ,9,37.548641,127.016426,금호2·3가동
340,523, 옥수동성당 옆 ,7,37.543663,127.01406,옥수동
341,524, 래미안금호하이리버 아파트 102동 옆 ,10,37.5522,127.025054,금호2·3가동
342,525, 한양대병원사거리 ,20,37.558052,127.040351,사근동
343,526, 용답토속공원 앞 ,10,37.56351,127.056724,용답동
344,529, 장한평역 8번 출구 앞 ,8,37.56137,127.063659,용답동
345,530, 청계벽산아파트 앞 ,9,37.568748,127.030403,왕십리도선동
346,533, 금남시장 교차로 ,7,37.548149,127.021087,금호4가동
347,534, 금호사거리 ,10,37.548633,127.025726,금호2·3가동
348,535, 응봉삼거리 ,11,37.553985,127.033592,응봉동
349,536, 행당역 2번출구 앞 ,8,37.55735,127.029212,행당2동
350,537, 한양대후문역 부근 ,10,37.560356,127.041397,사근동
351,538, 답십리역 8번출구 앞 ,15,37.567649,127.051155,용답동
352,539, 군자교교차로 ,10,37.559795,127.074203,중곡1동
353,540, 군자역 7번출구 베스트샵 앞 ,8,37.55603,127.078643,군자동
354,542, 강변역 4번출구 뒤 ,19,37.535823,127.094161,구의3동
355,543, 구의공원(테크노마트 앞) ,20,37.535968,127.094673,구의3동
356,544, 광남중학교 ,10,37.540729,127.102905,광장동
357,546, 잠실대교북단 교차로 ,8,37.532478,127.08509,자양1동
358,548, 자양나들목 ,20,37.529769,127.074859,자양2동
359,549, 아차산역 3번출구 ,10,37.551223,127.089706,구의2동
360,550, 서울시설공단 앞 ,20,37.57164,127.035659,마장동
361,551, 구의삼성쉐르빌 앞 ,13,37.540061,127.094497,구의3동
362,552, 대림아크로리버 앞 ,9,37.536579,127.092971,구의3동
363,553, 중곡 성원아파트 앞 ,19,37.571254,127.079803,중곡3동
364,555, 구의3동주민센터 ,9,37.537849,127.09217,구의3동
365,556, 달맞이공원 ,14,37.542053,127.020401,금호4가동
366,557, 도선동 주민센터 앞 ,10,37.567642,127.025695,왕십리도선동
367,558, 성동광진 교육지원청 앞 ,20,37.564605,127.036521,행당1동
368,559, 왕십리역 4번 출구 건너편 ,13,37.561096,127.036796,행당1동
369,560, 비전교회 앞 ,8,37.551204,127.068931,송정동
370,561, 서울숲역 2번출구 앞 ,10,37.542816,127.04467,성수1가1동
371,562, 군자지하보도 앞 ,10,37.559246,127.07341,송정동
372,563, 성동세무서 건너편 ,10,37.547912,127.062751,성수2가3동
373,564, 금호역 3번출구 ,10,37.547927,127.015571,금호4가동
374,565, 옥수역 3번출구 ,19,37.541366,127.017761,옥수동
375,567, 성수역 2번출구 앞 ,15,37.54459,127.057083,성수2가3동
376,568, 청계8가 사거리 B ,14,37.571102,127.023559,왕십리도선동
377,569, 응봉현대아파트 정류소 ,10,37.549583,127.030242,응봉동
378,571, 세종대학교 대양AI센터 ,20,37.550395,127.075859,군자동
379,573, 구의문주차장 앞 ,10,37.54523,127.084732,능동
380,575, 대원중고교 입구(대하빌딩) ,10,37.564292,127.086936,중곡4동
381,576, 광나루역 3번 출구 ,10,37.54483,127.104263,광장동
382,577, 광진청소년수련관 ,10,37.546546,127.106132,광장동
383,578, 성동세무서 부근 ,8,37.54829,127.062461,송정동
384,579, 마장역 4번출구 ,8,37.565204,127.041847,마장동
385,582, 경일중학교 앞 ,10,37.543178,127.049079,성수1가1동
386,583, 청계천 생태교실 앞 ,25,37.56797,127.04689,마장동
387,584, 광진광장 교통섬 ,20,37.547828,127.072631,군자동
388,585, 성수2가1동 공영주차장 인근 ,9,37.536808,127.055488,성수2가1동
389,586, 마장동 주민센터 ,10,37.56594,127.045394,마장동
390,587, 유니베라 앞 ,10,37.545417,127.052642,성수2가3동
391,588, 뚝섬 유원지역 ,20,37.532688,127.067497,자양3동
392,589, 성수역3번출구 ,8,37.544158,127.056655,성수2가3동
